Province/State,Observation Date,Confirmed,Daily Confirmed,Deaths,Recovered,Latitude,Longitude,Country/Region
Shaanxi,22-01-2020,0,0,0,0,36,109,Mainland China
Shaanxi,23-01-2020,3,3,0,0,36,109,Mainland China
Shaanxi,24-01-2020,5,2,0,0,36,109,Mainland China
Shaanxi,25-01-2020,15,10,0,0,36,109,Mainland China
Shaanxi,26-01-2020,22,7,0,0,36,109,Mainland China
Shaanxi,27-01-2020,35,13,0,0,36,109,Mainland China
Shaanxi,28-01-2020,46,11,0,0,36,109,Mainland China
Shaanxi,29-01-2020,56,10,0,0,36,109,Mainland China
Shaanxi,30-01-2020,63,7,0,0,36,109,Mainland China
Shaanxi,31-01-2020,87,24,0,0,36,109,Mainland China
Shaanxi,01-02-2020,101,14,0,0,36,109,Mainland China
Shaanxi,02-02-2020,116,15,0,0,36,109,Mainland China
Shaanxi,03-02-2020,128,12,0,0,36,109,Mainland China
Shaanxi,04-02-2020,142,14,0,2,36,109,Mainland China
Shaanxi,05-02-2020,165,23,0,6,36,109,Mainland China
Shaanxi,06-02-2020,173,8,0,9,36,109,Mainland China
Shaanxi,07-02-2020,184,11,0,17,36,109,Mainland China
Shaanxi,08-02-2020,195,11,0,20,36,109,Mainland China
Shaanxi,09-02-2020,208,13,0,25,36,109,Mainland China
Shaanxi,10-02-2020,213,5,0,30,36,109,Mainland China
Shaanxi,11-02-2020,219,6,0,32,36,109,Mainland China
Shaanxi,12-02-2020,225,6,0,43,36,109,Mainland China
Shaanxi,13-02-2020,229,4,0,46,36,109,Mainland China
Shaanxi,14-02-2020,230,1,0,54,36,109,Mainland China
Shaanxi,15-02-2020,232,2,0,60,36,109,Mainland China
Shaanxi,16-02-2020,236,4,0,71,36,109,Mainland China
Shaanxi,17-02-2020,240,4,0,79,36,109,Mainland China
Shaanxi,18-02-2020,240,0,0,89,36,109,Mainland China
Shaanxi,19-02-2020,242,2,0,102,36,109,Mainland China
Shaanxi,20-02-2020,245,3,1,118,36,109,Mainland China
Shaanxi,21-02-2020,245,0,1,134,36,109,Mainland China
Shaanxi,22-02-2020,245,0,1,149,36,109,Mainland China
Shaanxi,23-02-2020,245,0,1,163,36,109,Mainland China
Shaanxi,24-02-2020,245,0,1,173,36,109,Mainland China
Shaanxi,25-02-2020,245,0,1,186,36,109,Mainland China
Shaanxi,26-02-2020,245,0,1,192,36,109,Mainland China
Shaanxi,27-02-2020,245,0,1,195,36,109,Mainland China
Shaanxi,28-02-2020,245,0,1,199,36,109,Mainland China
Shaanxi,29-02-2020,245,0,1,207,36,109,Mainland China
Shaanxi,01-03-2020,245,0,1,208,36,109,Mainland China
Shaanxi,02-03-2020,245,0,1,216,36,109,Mainland China
Shaanxi,03-03-2020,245,0,1,216,36,109,Mainland China
Shaanxi,04-03-2020,245,0,1,223,36,109,Mainland China
Shaanxi,05-03-2020,245,0,1,224,36,109,Mainland China
Shaanxi,06-03-2020,245,0,1,226,36,109,Mainland China
Shaanxi,07-03-2020,245,0,1,226,36,109,Mainland China
Shaanxi,08-03-2020,245,0,1,227,36,109,Mainland China
Shaanxi,09-03-2020,245,0,1,227,36,109,Mainland China
Shaanxi,10-03-2020,245,0,1,227,36,109,Mainland China
Shaanxi,11-03-2020,245,0,1,232,36,109,Mainland China
Shaanxi,12-03-2020,245,0,2,232,36,109,Mainland China
Shaanxi,13-03-2020,245,0,2,232,36,109,Mainland China
Shaanxi,14-03-2020,245,0,2,232,36,109,Mainland China
Shaanxi,15-03-2020,245,0,2,232,36,109,Mainland China
Shandong,22-01-2020,2,2,0,0,36.0000001,118.9999999,Mainland China
Shandong,23-01-2020,6,4,0,0,36.0000001,118.9999999,Mainland China
Shandong,24-01-2020,15,9,0,0,36.0000001,118.9999999,Mainland China
Shandong,25-01-2020,27,12,0,0,36.0000001,118.9999999,Mainland China
Shandong,26-01-2020,46,19,0,0,36.0000001,118.9999999,Mainland China
Shandong,27-01-2020,75,29,0,0,36.0000001,118.9999999,Mainland China
Shandong,28-01-2020,95,20,0,0,36.0000001,118.9999999,Mainland China
Shandong,29-01-2020,130,35,0,1,36.0000001,118.9999999,Mainland China
Shandong,30-01-2020,158,28,0,1,36.0000001,118.9999999,Mainland China
Shandong,31-01-2020,184,26,0,2,36.0000001,118.9999999,Mainland China
Shandong,01-02-2020,206,22,0,3,36.0000001,118.9999999,Mainland China
Shandong,02-02-2020,230,24,0,6,36.0000001,118.9999999,Mainland China
Shandong,03-02-2020,259,29,0,7,36.0000001,118.9999999,Mainland China
Shandong,04-02-2020,275,16,0,11,36.0000001,118.9999999,Mainland China
Shandong,05-02-2020,307,32,0,15,36.0000001,118.9999999,Mainland China
Shandong,06-02-2020,347,40,0,27,36.0000001,118.9999999,Mainland China
Shandong,07-02-2020,386,39,0,37,36.0000001,118.9999999,Mainland China
Shandong,08-02-2020,416,30,0,44,36.0000001,118.9999999,Mainland China
Shandong,09-02-2020,444,28,1,63,36.0000001,118.9999999,Mainland China
Shandong,10-02-2020,466,22,1,66,36.0000001,118.9999999,Mainland China
Shandong,11-02-2020,487,21,1,80,36.0000001,118.9999999,Mainland China
Shandong,12-02-2020,497,10,2,92,36.0000001,118.9999999,Mainland China
Shandong,13-02-2020,509,12,2,105,36.0000001,118.9999999,Mainland China
Shandong,14-02-2020,523,14,2,136,36.0000001,118.9999999,Mainland China
Shandong,15-02-2020,532,9,2,156,36.0000001,118.9999999,Mainland China
Shandong,16-02-2020,537,5,2,173,36.0000001,118.9999999,Mainland China
Shandong,17-02-2020,541,4,2,191,36.0000001,118.9999999,Mainland China
Shandong,18-02-2020,543,2,3,211,36.0000001,118.9999999,Mainland China
Shandong,19-02-2020,544,1,3,231,36.0000001,118.9999999,Mainland China
Shandong,20-02-2020,546,2,4,254,36.0000001,118.9999999,Mainland China
Shandong,21-02-2020,749,203,4,281,36.0000001,118.9999999,Mainland China
Shandong,22-02-2020,750,1,4,302,36.0000001,118.9999999,Mainland China
Shandong,23-02-2020,754,4,4,321,36.0000001,118.9999999,Mainland China
Shandong,24-02-2020,755,1,5,343,36.0000001,118.9999999,Mainland China
Shandong,25-02-2020,756,1,6,355,36.0000001,118.9999999,Mainland China
Shandong,26-02-2020,756,0,6,377,36.0000001,118.9999999,Mainland China
Shandong,27-02-2020,756,0,6,387,36.0000001,118.9999999,Mainland China
Shandong,28-02-2020,756,0,6,405,36.0000001,118.9999999,Mainland China
Shandong,29-02-2020,756,0,6,421,36.0000001,118.9999999,Mainland China
Shandong,01-03-2020,758,2,6,443,36.0000001,118.9999999,Mainland China
Shandong,02-03-2020,758,0,6,460,36.0000001,118.9999999,Mainland China
Shandong,03-03-2020,758,0,6,511,36.0000001,118.9999999,Mainland China
Shandong,04-03-2020,758,0,6,516,36.0000001,118.9999999,Mainland China
Shandong,05-03-2020,758,0,6,578,36.0000001,118.9999999,Mainland China
Shandong,06-03-2020,758,0,6,618,36.0000001,118.9999999,Mainland China
Shandong,07-03-2020,758,0,6,627,36.0000001,118.9999999,Mainland China
Shandong,08-03-2020,758,0,6,642,36.0000001,118.9999999,Mainland China
Shandong,09-03-2020,758,0,6,700,36.0000001,118.9999999,Mainland China
Shandong,10-03-2020,758,0,6,719,36.0000001,118.9999999,Mainland China
Shandong,11-03-2020,760,2,6,726,36.0000001,118.9999999,Mainland China
Shandong,12-03-2020,760,0,6,734,36.0000001,118.9999999,Mainland China
Shandong,13-03-2020,760,0,7,739,36.0000001,118.9999999,Mainland China
Shandong,14-03-2020,760,0,7,741,36.0000001,118.9999999,Mainland China
Shandong,15-03-2020,760,0,7,741,36.0000001,118.9999999,Mainland China
Shanghai,22-01-2020,9,9,0,0,31.2322758,121.4692071,Mainland China
Shanghai,23-01-2020,16,7,0,0,31.2322758,121.4692071,Mainland China
Shanghai,24-01-2020,20,4,0,1,31.2322758,121.4692071,Mainland China
Shanghai,25-01-2020,33,13,0,1,31.2322758,121.4692071,Mainland China
Shanghai,26-01-2020,40,7,1,1,31.2322758,121.4692071,Mainland China
Shanghai,27-01-2020,53,13,1,3,31.2322758,121.4692071,Mainland China
Shanghai,28-01-2020,66,13,1,4,31.2322758,121.4692071,Mainland China
Shanghai,29-01-2020,96,30,1,5,31.2322758,121.4692071,Mainland China
Shanghai,30-01-2020,112,16,1,5,31.2322758,121.4692071,Mainland China
Shanghai,31-01-2020,135,23,1,9,31.2322758,121.4692071,Mainland China
Shanghai,01-02-2020,169,34,1,10,31.2322758,121.4692071,Mainland China
Shanghai,02-02-2020,182,13,1,10,31.2322758,121.4692071,Mainland China
Shanghai,03-02-2020,203,21,1,10,31.2322758,121.4692071,Mainland China
Shanghai,04-02-2020,219,16,1,12,31.2322758,121.4692071,Mainland China
Shanghai,05-02-2020,243,24,1,15,31.2322758,121.4692071,Mainland China
Shanghai,06-02-2020,257,14,1,25,31.2322758,121.4692071,Mainland China
Shanghai,07-02-2020,277,20,1,30,31.2322758,121.4692071,Mainland China
Shanghai,08-02-2020,286,9,1,41,31.2322758,121.4692071,Mainland China
Shanghai,09-02-2020,293,7,1,44,31.2322758,121.4692071,Mainland China
Shanghai,10-02-2020,299,6,1,48,31.2322758,121.4692071,Mainland China
Shanghai,11-02-2020,303,4,1,52,31.2322758,121.4692071,Mainland China
Shanghai,12-02-2020,311,8,1,57,31.2322758,121.4692071,Mainland China
Shanghai,13-02-2020,315,4,1,62,31.2322758,121.4692071,Mainland China
Shanghai,14-02-2020,318,3,1,90,31.2322758,121.4692071,Mainland China
Shanghai,15-02-2020,326,8,1,124,31.2322758,121.4692071,Mainland China
Shanghai,16-02-2020,328,2,1,140,31.2322758,121.4692071,Mainland China
Shanghai,17-02-2020,333,5,1,161,31.2322758,121.4692071,Mainland China
Shanghai,18-02-2020,333,0,1,177,31.2322758,121.4692071,Mainland China
Shanghai,19-02-2020,333,0,2,186,31.2322758,121.4692071,Mainland China
Shanghai,20-02-2020,334,1,2,199,31.2322758,121.4692071,Mainland China
Shanghai,21-02-2020,334,0,2,211,31.2322758,121.4692071,Mainland China
Shanghai,22-02-2020,335,1,3,227,31.2322758,121.4692071,Mainland China
Shanghai,23-02-2020,335,0,3,249,31.2322758,121.4692071,Mainland China
Shanghai,24-02-2020,335,0,3,261,31.2322758,121.4692071,Mainland China
Shanghai,25-02-2020,336,1,3,268,31.2322758,121.4692071,Mainland China
Shanghai,26-02-2020,337,1,3,272,31.2322758,121.4692071,Mainland China
Shanghai,27-02-2020,337,0,3,276,31.2322758,121.4692071,Mainland China
Shanghai,28-02-2020,337,0,3,279,31.2322758,121.4692071,Mainland China
Shanghai,29-02-2020,337,0,3,287,31.2322758,121.4692071,Mainland China
Shanghai,01-03-2020,337,0,3,290,31.2322758,121.4692071,Mainland China
Shanghai,02-03-2020,337,0,3,292,31.2322758,121.4692071,Mainland China
Shanghai,03-03-2020,338,1,3,294,31.2322758,121.4692071,Mainland China
Shanghai,04-03-2020,338,0,3,298,31.2322758,121.4692071,Mainland China
Shanghai,05-03-2020,339,1,3,303,31.2322758,121.4692071,Mainland China
Shanghai,06-03-2020,342,3,3,306,31.2322758,121.4692071,Mainland China
Shanghai,07-03-2020,342,0,3,313,31.2322758,121.4692071,Mainland China
Shanghai,08-03-2020,342,0,3,314,31.2322758,121.4692071,Mainland China
Shanghai,09-03-2020,342,0,3,315,31.2322758,121.4692071,Mainland China
Shanghai,10-03-2020,344,2,3,319,31.2322758,121.4692071,Mainland China
Shanghai,11-03-2020,344,0,3,320,31.2322758,121.4692071,Mainland China
Shanghai,12-03-2020,344,0,3,321,31.2322758,121.4692071,Mainland China
Shanghai,13-03-2020,346,2,3,324,31.2322758,121.4692071,Mainland China
Shanghai,14-03-2020,353,7,3,324,31.2322758,121.4692071,Mainland China
Shanghai,15-03-2020,353,0,3,324,31.2322758,121.4692071,Mainland China
Shanxi,22-01-2020,1,1,0,0,37,112,Mainland China
Shanxi,23-01-2020,1,0,0,0,37,112,Mainland China
Shanxi,24-01-2020,1,0,0,0,37,112,Mainland China
Shanxi,25-01-2020,6,5,0,0,37,112,Mainland China
Shanxi,26-01-2020,9,3,0,0,37,112,Mainland China
Shanxi,27-01-2020,13,4,0,0,37,112,Mainland China
Shanxi,28-01-2020,27,14,0,0,37,112,Mainland China
Shanxi,29-01-2020,27,0,0,1,37,112,Mainland China
Shanxi,30-01-2020,35,8,0,1,37,112,Mainland China
Shanxi,31-01-2020,39,4,0,1,37,112,Mainland China
Shanxi,01-02-2020,47,8,0,1,37,112,Mainland China
Shanxi,02-02-2020,66,19,0,3,37,112,Mainland China
Shanxi,03-02-2020,74,8,0,2,37,112,Mainland China
Shanxi,04-02-2020,81,7,0,4,37,112,Mainland China
Shanxi,05-02-2020,81,0,0,5,37,112,Mainland China
Shanxi,06-02-2020,96,15,0,12,37,112,Mainland China
Shanxi,07-02-2020,104,8,0,15,37,112,Mainland China
Shanxi,08-02-2020,115,11,0,21,37,112,Mainland China
Shanxi,09-02-2020,119,4,0,25,37,112,Mainland China
Shanxi,10-02-2020,119,0,0,25,37,112,Mainland China
Shanxi,11-02-2020,124,5,0,30,37,112,Mainland China
Shanxi,12-02-2020,126,2,0,33,37,112,Mainland China
Shanxi,13-02-2020,126,0,0,36,37,112,Mainland China
Shanxi,14-02-2020,127,1,0,38,37,112,Mainland China
Shanxi,15-02-2020,128,1,0,46,37,112,Mainland China
Shanxi,16-02-2020,129,1,0,50,37,112,Mainland China
Shanxi,17-02-2020,130,1,0,53,37,112,Mainland China
Shanxi,18-02-2020,131,1,0,61,37,112,Mainland China
Shanxi,19-02-2020,131,0,0,68,37,112,Mainland China
Shanxi,20-02-2020,132,1,0,76,37,112,Mainland China
Shanxi,21-02-2020,132,0,0,78,37,112,Mainland China
Shanxi,22-02-2020,132,0,0,81,37,112,Mainland China
Shanxi,23-02-2020,132,0,0,88,37,112,Mainland China
Shanxi,24-02-2020,133,1,0,94,37,112,Mainland China
Shanxi,25-02-2020,133,0,0,98,37,112,Mainland China
Shanxi,26-02-2020,133,0,0,104,37,112,Mainland China
Shanxi,27-02-2020,133,0,0,107,37,112,Mainland China
Shanxi,28-02-2020,133,0,0,112,37,112,Mainland China
Shanxi,29-02-2020,133,0,0,114,37,112,Mainland China
Shanxi,01-03-2020,133,0,0,116,37,112,Mainland China
Shanxi,02-03-2020,133,0,0,119,37,112,Mainland China
Shanxi,03-03-2020,133,0,0,124,37,112,Mainland China
Shanxi,04-03-2020,133,0,0,124,37,112,Mainland China
Shanxi,05-03-2020,133,0,0,126,37,112,Mainland China
Shanxi,06-03-2020,133,0,0,126,37,112,Mainland China
Shanxi,07-03-2020,133,0,0,126,37,112,Mainland China
Shanxi,08-03-2020,133,0,0,126,37,112,Mainland China
Shanxi,09-03-2020,133,0,0,127,37,112,Mainland China
Shanxi,10-03-2020,133,0,0,131,37,112,Mainland China
Shanxi,11-03-2020,133,0,0,131,37,112,Mainland China
Shanxi,12-03-2020,133,0,0,132,37,112,Mainland China
Shanxi,13-03-2020,133,0,0,133,37,112,Mainland China
Shanxi,14-03-2020,133,0,0,133,37,112,Mainland China
Shanxi,15-03-2020,133,0,0,133,37,112,Mainland China
Sichuan,22-01-2020,5,5,0,0,30.5000001,102.4999999,Mainland China
Sichuan,23-01-2020,8,3,0,0,30.5000001,102.4999999,Mainland China
Sichuan,24-01-2020,15,7,0,0,30.5000001,102.4999999,Mainland China
Sichuan,25-01-2020,28,13,0,0,30.5000001,102.4999999,Mainland China
Sichuan,26-01-2020,44,16,0,0,30.5000001,102.4999999,Mainland China
Sichuan,27-01-2020,69,25,0,0,30.5000001,102.4999999,Mainland China
Sichuan,28-01-2020,90,21,0,0,30.5000001,102.4999999,Mainland China
Sichuan,29-01-2020,108,18,1,1,30.5000001,102.4999999,Mainland China
Sichuan,30-01-2020,142,34,1,1,30.5000001,102.4999999,Mainland China
Sichuan,31-01-2020,177,35,1,1,30.5000001,102.4999999,Mainland China
Sichuan,01-02-2020,207,30,1,3,30.5000001,102.4999999,Mainland China
Sichuan,02-02-2020,231,24,1,11,30.5000001,102.4999999,Mainland China
Sichuan,03-02-2020,254,23,1,14,30.5000001,102.4999999,Mainland China
Sichuan,04-02-2020,282,28,1,14,30.5000001,102.4999999,Mainland China
Sichuan,05-02-2020,301,19,1,24,30.5000001,102.4999999,Mainland China
Sichuan,06-02-2020,321,20,1,31,30.5000001,102.4999999,Mainland China
Sichuan,07-02-2020,344,23,1,42,30.5000001,102.4999999,Mainland China
Sichuan,08-02-2020,364,20,1,60,30.5000001,102.4999999,Mainland China
Sichuan,09-02-2020,386,22,1,71,30.5000001,102.4999999,Mainland China
Sichuan,10-02-2020,405,19,1,80,30.5000001,102.4999999,Mainland China
Sichuan,11-02-2020,417,12,1,85,30.5000001,102.4999999,Mainland China
Sichuan,12-02-2020,436,19,1,92,30.5000001,102.4999999,Mainland China
Sichuan,13-02-2020,451,15,1,104,30.5000001,102.4999999,Mainland China
Sichuan,14-02-2020,463,12,1,114,30.5000001,102.4999999,Mainland China
Sichuan,15-02-2020,470,7,1,119,30.5000001,102.4999999,Mainland China
Sichuan,16-02-2020,481,11,3,131,30.5000001,102.4999999,Mainland China
Sichuan,17-02-2020,495,14,3,156,30.5000001,102.4999999,Mainland China
Sichuan,18-02-2020,508,13,3,169,30.5000001,102.4999999,Mainland China
Sichuan,19-02-2020,514,6,3,188,30.5000001,102.4999999,Mainland China
Sichuan,20-02-2020,520,6,3,217,30.5000001,102.4999999,Mainland China
Sichuan,21-02-2020,525,5,3,231,30.5000001,102.4999999,Mainland China
Sichuan,22-02-2020,526,1,3,250,30.5000001,102.4999999,Mainland China
Sichuan,23-02-2020,526,0,3,261,30.5000001,102.4999999,Mainland China
Sichuan,24-02-2020,527,1,3,276,30.5000001,102.4999999,Mainland China
Sichuan,25-02-2020,529,2,3,289,30.5000001,102.4999999,Mainland China
Sichuan,26-02-2020,531,2,3,307,30.5000001,102.4999999,Mainland China
Sichuan,27-02-2020,534,3,3,321,30.5000001,102.4999999,Mainland China
Sichuan,28-02-2020,538,4,3,338,30.5000001,102.4999999,Mainland China
Sichuan,29-02-2020,538,0,3,351,30.5000001,102.4999999,Mainland China
Sichuan,01-03-2020,538,0,3,365,30.5000001,102.4999999,Mainland China
Sichuan,02-03-2020,538,0,3,386,30.5000001,102.4999999,Mainland China
Sichuan,03-03-2020,538,0,3,394,30.5000001,102.4999999,Mainland China
Sichuan,04-03-2020,538,0,3,406,30.5000001,102.4999999,Mainland China
Sichuan,05-03-2020,539,1,3,425,30.5000001,102.4999999,Mainland China
Sichuan,06-03-2020,539,0,3,442,30.5000001,102.4999999,Mainland China
Sichuan,07-03-2020,539,0,3,454,30.5000001,102.4999999,Mainland China
Sichuan,08-03-2020,539,0,3,464,30.5000001,102.4999999,Mainland China
Sichuan,09-03-2020,539,0,3,466,30.5000001,102.4999999,Mainland China
Sichuan,10-03-2020,539,0,3,478,30.5000001,102.4999999,Mainland China
Sichuan,11-03-2020,539,0,3,488,30.5000001,102.4999999,Mainland China
Sichuan,12-03-2020,539,0,3,498,30.5000001,102.4999999,Mainland China
Sichuan,13-03-2020,539,0,3,503,30.5000001,102.4999999,Mainland China
Sichuan,14-03-2020,539,0,3,511,30.5000001,102.4999999,Mainland China
Sichuan,15-03-2020,539,0,3,516,30.5000001,102.4999999,Mainland China
Tianjin,22-01-2020,4,4,0,0,39.1235635,117.1980785,Mainland China
Tianjin,23-01-2020,4,0,0,0,39.1235635,117.1980785,Mainland China
Tianjin,24-01-2020,8,4,0,0,39.1235635,117.1980785,Mainland China
Tianjin,25-01-2020,10,2,0,0,39.1235635,117.1980785,Mainland China
Tianjin,26-01-2020,14,4,0,0,39.1235635,117.1980785,Mainland China
Tianjin,27-01-2020,23,9,0,0,39.1235635,117.1980785,Mainland China
Tianjin,28-01-2020,24,1,0,0,39.1235635,117.1980785,Mainland China
Tianjin,29-01-2020,27,3,0,0,39.1235635,117.1980785,Mainland China
Tianjin,30-01-2020,31,4,0,0,39.1235635,117.1980785,Mainland China
Tianjin,31-01-2020,32,1,0,0,39.1235635,117.1980785,Mainland China
Tianjin,01-02-2020,41,9,0,0,39.1235635,117.1980785,Mainland China
Tianjin,02-02-2020,48,7,0,1,39.1235635,117.1980785,Mainland China
Tianjin,03-02-2020,60,12,0,1,39.1235635,117.1980785,Mainland China
Tianjin,04-02-2020,67,7,0,2,39.1235635,117.1980785,Mainland China
Tianjin,05-02-2020,69,2,1,2,39.1235635,117.1980785,Mainland China
Tianjin,06-02-2020,79,10,1,2,39.1235635,117.1980785,Mainland China
Tianjin,07-02-2020,81,2,1,2,39.1235635,117.1980785,Mainland China
Tianjin,08-02-2020,88,7,1,4,39.1235635,117.1980785,Mainland China
Tianjin,09-02-2020,91,3,1,4,39.1235635,117.1980785,Mainland China
Tianjin,10-02-2020,95,4,1,8,39.1235635,117.1980785,Mainland China
Tianjin,11-02-2020,106,11,2,10,39.1235635,117.1980785,Mainland China
Tianjin,12-02-2020,112,6,2,11,39.1235635,117.1980785,Mainland China
Tianjin,13-02-2020,119,7,3,21,39.1235635,117.1980785,Mainland China
Tianjin,14-02-2020,120,1,3,31,39.1235635,117.1980785,Mainland China
Tianjin,15-02-2020,122,2,3,37,39.1235635,117.1980785,Mainland China
Tianjin,16-02-2020,124,2,3,45,39.1235635,117.1980785,Mainland China
Tianjin,17-02-2020,125,1,3,46,39.1235635,117.1980785,Mainland China
Tianjin,18-02-2020,128,3,3,48,39.1235635,117.1980785,Mainland China
Tianjin,19-02-2020,130,2,3,54,39.1235635,117.1980785,Mainland China
Tianjin,20-02-2020,131,1,3,59,39.1235635,117.1980785,Mainland China
Tianjin,21-02-2020,132,1,3,62,39.1235635,117.1980785,Mainland China
Tianjin,22-02-2020,135,3,3,65,39.1235635,117.1980785,Mainland China
Tianjin,23-02-2020,135,0,3,81,39.1235635,117.1980785,Mainland China
Tianjin,24-02-2020,135,0,3,87,39.1235635,117.1980785,Mainland China
Tianjin,25-02-2020,135,0,3,91,39.1235635,117.1980785,Mainland China
Tianjin,26-02-2020,135,0,3,96,39.1235635,117.1980785,Mainland China
Tianjin,27-02-2020,136,1,3,102,39.1235635,117.1980785,Mainland China
Tianjin,28-02-2020,136,0,3,102,39.1235635,117.1980785,Mainland China
Tianjin,29-02-2020,136,0,3,109,39.1235635,117.1980785,Mainland China
Tianjin,01-03-2020,136,0,3,111,39.1235635,117.1980785,Mainland China
Tianjin,02-03-2020,136,0,3,111,39.1235635,117.1980785,Mainland China
Tianjin,03-03-2020,136,0,3,124,39.1235635,117.1980785,Mainland China
Tianjin,04-03-2020,136,0,3,124,39.1235635,117.1980785,Mainland China
Tianjin,05-03-2020,136,0,3,128,39.1235635,117.1980785,Mainland China
Tianjin,06-03-2020,136,0,3,128,39.1235635,117.1980785,Mainland China
Tianjin,07-03-2020,136,0,3,128,39.1235635,117.1980785,Mainland China
Tianjin,08-03-2020,136,0,3,128,39.1235635,117.1980785,Mainland China
Tianjin,09-03-2020,136,0,3,130,39.1235635,117.1980785,Mainland China
Tianjin,10-03-2020,136,0,3,131,39.1235635,117.1980785,Mainland China
Tianjin,11-03-2020,136,0,3,131,39.1235635,117.1980785,Mainland China
Tianjin,12-03-2020,136,0,3,132,39.1235635,117.1980785,Mainland China
Tianjin,13-03-2020,136,0,3,132,39.1235635,117.1980785,Mainland China
Tianjin,14-03-2020,136,0,3,132,39.1235635,117.1980785,Mainland China
Tianjin,15-03-2020,136,0,3,133,39.1235635,117.1980785,Mainland China
Tibet,30-01-2020,1,1,0,0,31.89434315,87.07813713,Mainland China
Tibet,31-01-2020,1,0,0,0,31.89434315,87.07813713,Mainland China
Tibet,01-02-2020,1,0,0,0,31.89434315,87.07813713,Mainland China
Tibet,02-02-2020,1,0,0,0,31.89434315,87.07813713,Mainland China
Tibet,03-02-2020,1,0,0,0,31.89434315,87.07813713,Mainland China
Tibet,04-02-2020,1,0,0,0,31.89434315,87.07813713,Mainland China
Tibet,05-02-2020,1,0,0,0,31.89434315,87.07813713,Mainland China
Tibet,06-02-2020,1,0,0,0,31.89434315,87.07813713,Mainland China
Tibet,07-02-2020,1,0,0,0,31.89434315,87.07813713,Mainland China
Tibet,08-02-2020,1,0,0,0,31.89434315,87.07813713,Mainland China
Tibet,09-02-2020,1,0,0,0,31.89434315,87.07813713,Mainland China
Tibet,10-02-2020,1,0,0,0,31.89434315,87.07813713,Mainland China
Tibet,11-02-2020,1,0,0,0,31.89434315,87.07813713,Mainland China
Tibet,12-02-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,13-02-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,14-02-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,15-02-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,16-02-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,17-02-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,18-02-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,19-02-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,20-02-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,21-02-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,22-02-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,23-02-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,24-02-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,25-02-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,26-02-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,27-02-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,28-02-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,29-02-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,01-03-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,02-03-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,03-03-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,04-03-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,05-03-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,06-03-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,07-03-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,08-03-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,09-03-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,10-03-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,11-03-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,12-03-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,13-03-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,14-03-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Tibet,15-03-2020,1,0,0,1,31.89434315,87.07813713,Mainland China
Xinjiang,22-01-2020,0,0,0,0,41.7574769,87.16738423,Mainland China
Xinjiang,23-01-2020,2,2,0,0,41.7574769,87.16738423,Mainland China
Xinjiang,24-01-2020,2,0,0,0,41.7574769,87.16738423,Mainland China
Xinjiang,25-01-2020,3,1,0,0,41.7574769,87.16738423,Mainland China
Xinjiang,26-01-2020,4,1,0,0,41.7574769,87.16738423,Mainland China
Xinjiang,27-01-2020,5,1,0,0,41.7574769,87.16738423,Mainland China
Xinjiang,28-01-2020,10,5,0,0,41.7574769,87.16738423,Mainland China
Xinjiang,29-01-2020,13,3,0,0,41.7574769,87.16738423,Mainland China
Xinjiang,30-01-2020,14,1,0,0,41.7574769,87.16738423,Mainland China
Xinjiang,31-01-2020,17,3,0,0,41.7574769,87.16738423,Mainland China
